Upper tier local authorities Code,Upper tier local authorities,Age (86 categories) Code,Age (86 categories),Ethnic group (8 categories) Code,Ethnic group (8 categories),Sex (2 categories) Code,Sex (2 categories),Observation
E09000002,Barking and Dagenham,49,Aged 49 years,1,"Asian, Asian British or Asian Welsh",2,Male,338
E09000002,Barking and Dagenham,49,Aged 49 years,2,"Black, Black British, Black Welsh, Caribbean or African",1,Female,387
E09000002,Barking and Dagenham,49,Aged 49 years,2,"Black, Black British, Black Welsh, Caribbean or African",2,Male,304
E09000002,Barking and Dagenham,49,Aged 49 years,3,Mixed or Multiple ethnic groups,1,Female,28
E09000002,Barking and Dagenham,49,Aged 49 years,3,Mixed or Multiple ethnic groups,2,Male,24
E09000002,Barking and Dagenham,49,Aged 49 years,4,"White: English, Welsh, Scottish, Northern Irish or British",1,Female,518
E09000002,Barking and Dagenham,49,Aged 49 years,4,"White: English, Welsh, Scottish, Northern Irish or British",2,Male,425
E09000002,Barking and Dagenham,49,Aged 49 years,5,White: Irish,1,Female,16
E09000002,Barking and Dagenham,49,Aged 49 years,5,White: Irish,2,Male,9
E09000002,Barking and Dagenham,49,Aged 49 years,6,"White: Gypsy or Irish Traveller, Roma or Other White",1,Female,223
E09000002,Barking and Dagenham,49,Aged 49 years,6,"White: Gypsy or Irish Traveller, Roma or Other White",2,Male,216
E09000002,Barking and Dagenham,49,Aged 49 years,7,Other ethnic group,1,Female,47
E09000002,Barking and Dagenham,49,Aged 49 years,7,Other ethnic group,2,Male,61
E09000002,Barking and Dagenham,50,Aged 50 years,-8,Does not apply,1,Female,0
E09000002,Barking and Dagenham,50,Aged 50 years,-8,Does not apply,2,Male,0
E09000002,Barking and Dagenham,50,Aged 50 years,1,"Asian, Asian British or Asian Welsh",1,Female,290
E09000002,Barking and Dagenham,50,Aged 50 years,1,"Asian, Asian British or Asian Welsh",2,Male,337
E09000002,Barking and Dagenham,50,Aged 50 years,2,"Black, Black British, Black Welsh, Caribbean or African",1,Female,422
E09000002,Barking and Dagenham,50,Aged 50 years,2,"Black, Black British, Black Welsh, Caribbean or African",2,Male,399
E09000002,Barking and Dagenham,50,Aged 50 years,3,Mixed or Multiple ethnic groups,1,Female,28
E09000002,Barking and Dagenham,50,Aged 50 years,3,Mixed or Multiple ethnic groups,2,Male,20
E09000002,Barking and Dagenham,50,Aged 50 years,4,"White: English, Welsh, Scottish, Northern Irish or British",1,Female,479
E09000002,Barking and Dagenham,50,Aged 50 years,4,"White: English, Welsh, Scottish, Northern Irish or British",2,Male,425
E09000002,Barking and Dagenham,50,Aged 50 years,5,White: Irish,1,Female,13
E09000002,Barking and Dagenham,50,Aged 50 years,5,White: Irish,2,Male,4
E09000002,Barking and Dagenham,50,Aged 50 years,6,"White: Gypsy or Irish Traveller, Roma or Other White",1,Female,189
E09000002,Barking and Dagenham,50,Aged 50 years,6,"White: Gypsy or Irish Traveller, Roma or Other White",2,Male,195
E09000002,Barking and Dagenham,50,Aged 50 years,7,Other ethnic group,1,Female,46
E09000002,Barking and Dagenham,50,Aged 50 years,7,Other ethnic group,2,Male,48
E09000002,Barking and Dagenham,51,Aged 51 years,-8,Does not apply,1,Female,0
E09000002,Barking and Dagenham,51,Aged 51 years,-8,Does not apply,2,Male,0
E09000002,Barking and Dagenham,51,Aged 51 years,1,"Asian, Asian British or Asian Welsh",1,Female,294
E09000002,Barking and Dagenham,51,Aged 51 years,1,"Asian, Asian British or Asian Welsh",2,Male,331
E09000002,Barking and Dagenham,51,Aged 51 years,2,"Black, Black British, Black Welsh, Caribbean or African",1,Female,427
E09000002,Barking and Dagenham,51,Aged 51 years,2,"Black, Black British, Black Welsh, Caribbean or African",2,Male,335
E09000002,Barking and Dagenham,51,Aged 51 years,3,Mixed or Multiple ethnic groups,1,Female,22
E09000002,Barking and Dagenham,51,Aged 51 years,3,Mixed or Multiple ethnic groups,2,Male,16
E09000002,Barking and Dagenham,51,Aged 51 years,4,"White: English, Welsh, Scottish, Northern Irish or British",1,Female,464
E09000002,Barking and Dagenham,51,Aged 51 years,4,"White: English, Welsh, Scottish, Northern Irish or British",2,Male,431
E09000002,Barking and Dagenham,51,Aged 51 years,5,White: Irish,1,Female,14
E09000002,Barking and Dagenham,51,Aged 51 years,5,White: Irish,2,Male,15
E09000002,Barking and Dagenham,51,Aged 51 years,6,"White: Gypsy or Irish Traveller, Roma or Other White",1,Female,182
E09000002,Barking and Dagenham,51,Aged 51 years,6,"White: Gypsy or Irish Traveller, Roma or Other White",2,Male,202
E09000002,Barking and Dagenham,51,Aged 51 years,7,Other ethnic group,1,Female,57
E09000002,Barking and Dagenham,51,Aged 51 years,7,Other ethnic group,2,Male,70
E09000002,Barking and Dagenham,52,Aged 52 years,-8,Does not apply,1,Female,0
E09000002,Barking and Dagenham,52,Aged 52 years,-8,Does not apply,2,Male,0
E09000002,Barking and Dagenham,52,Aged 52 years,1,"Asian, Asian British or Asian Welsh",1,Female,232
E09000002,Barking and Dagenham,52,Aged 52 years,1,"Asian, Asian British or Asian Welsh",2,Male,303
E09000002,Barking and Dagenham,52,Aged 52 years,2,"Black, Black British, Black Welsh, Caribbean or African",1,Female,398
E09000002,Barking and Dagenham,52,Aged 52 years,2,"Black, Black British, Black Welsh, Caribbean or African",2,Male,357
E09000002,Barking and Dagenham,52,Aged 52 years,3,Mixed or Multiple ethnic groups,1,Female,31
E09000002,Barking and Dagenham,52,Aged 52 years,3,Mixed or Multiple ethnic groups,2,Male,27
E09000002,Barking and Dagenham,52,Aged 52 years,4,"White: English, Welsh, Scottish, Northern Irish or British",1,Female,527
E09000002,Barking and Dagenham,52,Aged 52 years,4,"White: English, Welsh, Scottish, Northern Irish or British",2,Male,459
E09000002,Barking and Dagenham,52,Aged 52 years,5,White: Irish,1,Female,16
E09000002,Barking and Dagenham,52,Aged 52 years,5,White: Irish,2,Male,10
E09000002,Barking and Dagenham,52,Aged 52 years,6,"White: Gypsy or Irish Traveller, Roma or Other White",1,Female,156
E09000002,Barking and Dagenham,52,Aged 52 years,6,"White: Gypsy or Irish Traveller, Roma or Other White",2,Male,199
E09000002,Barking and Dagenham,52,Aged 52 years,7,Other ethnic group,1,Female,38
E09000002,Barking and Dagenham,52,Aged 52 years,7,Other ethnic group,2,Male,50
E09000002,Barking and Dagenham,53,Aged 53 years,-8,Does not apply,1,Female,0
E09000002,Barking and Dagenham,53,Aged 53 years,-8,Does not apply,2,Male,0
E09000002,Barking and Dagenham,53,Aged 53 years,1,"Asian, Asian British or Asian Welsh",1,Female,182
E09000002,Barking and Dagenham,53,Aged 53 years,1,"Asian, Asian British or Asian Welsh",2,Male,251
E09000002,Barking and Dagenham,53,Aged 53 years,2,"Black, Black British, Black Welsh, Caribbean or African",1,Female,372
E09000002,Barking and Dagenham,53,Aged 53 years,2,"Black, Black British, Black Welsh, Caribbean or African",2,Male,335
E09000002,Barking and Dagenham,53,Aged 53 years,3,Mixed or Multiple ethnic groups,1,Female,19
E09000002,Barking and Dagenham,53,Aged 53 years,3,Mixed or Multiple ethnic groups,2,Male,57
E09000002,Barking and Dagenham,53,Aged 53 years,4,"White: English, Welsh, Scottish, Northern Irish or British",1,Female,617
E09000002,Barking and Dagenham,53,Aged 53 years,4,"White: English, Welsh, Scottish, Northern Irish or British",2,Male,531
E09000002,Barking and Dagenham,53,Aged 53 years,5,White: Irish,1,Female,8
E09000002,Barking and Dagenham,53,Aged 53 years,5,White: Irish,2,Male,15
E09000002,Barking and Dagenham,53,Aged 53 years,6,"White: Gypsy or Irish Traveller, Roma or Other White",1,Female,164
E09000002,Barking and Dagenham,53,Aged 53 years,6,"White: Gypsy or Irish Traveller, Roma or Other White",2,Male,157
E09000002,Barking and Dagenham,53,Aged 53 years,7,Other ethnic group,1,Female,55
E09000002,Barking and Dagenham,53,Aged 53 years,7,Other ethnic group,2,Male,38
E09000002,Barking and Dagenham,54,Aged 54 years,-8,Does not apply,1,Female,0
E09000002,Barking and Dagenham,54,Aged 54 years,-8,Does not apply,2,Male,0
E09000002,Barking and Dagenham,54,Aged 54 years,1,"Asian, Asian British or Asian Welsh",1,Female,168
E09000002,Barking and Dagenham,54,Aged 54 years,1,"Asian, Asian British or Asian Welsh",2,Male,214
E09000002,Barking and Dagenham,54,Aged 54 years,2,"Black, Black British, Black Welsh, Caribbean or African",1,Female,360
E09000002,Barking and Dagenham,54,Aged 54 years,2,"Black, Black British, Black Welsh, Caribbean or African",2,Male,318
E09000002,Barking and Dagenham,54,Aged 54 years,3,Mixed or Multiple ethnic groups,1,Female,28
E09000002,Barking and Dagenham,54,Aged 54 years,3,Mixed or Multiple ethnic groups,2,Male,13
E09000002,Barking and Dagenham,54,Aged 54 years,4,"White: English, Welsh, Scottish, Northern Irish or British",1,Female,515
E09000002,Barking and Dagenham,54,Aged 54 years,4,"White: English, Welsh, Scottish, Northern Irish or British",2,Male,509
E09000002,Barking and Dagenham,54,Aged 54 years,5,White: Irish,1,Female,16
E09000002,Barking and Dagenham,54,Aged 54 years,5,White: Irish,2,Male,9
E09000002,Barking and Dagenham,54,Aged 54 years,6,"White: Gypsy or Irish Traveller, Roma or Other White",1,Female,95
E09000002,Barking and Dagenham,54,Aged 54 years,6,"White: Gypsy or Irish Traveller, Roma or Other White",2,Male,139
E09000002,Barking and Dagenham,54,Aged 54 years,7,Other ethnic group,1,Female,41
E09000002,Barking and Dagenham,54,Aged 54 years,7,Other ethnic group,2,Male,47
E09000002,Barking and Dagenham,55,Aged 55 years,-8,Does not apply,1,Female,0
E09000002,Barking and Dagenham,55,Aged 55 years,-8,Does not apply,2,Male,0
E09000002,Barking and Dagenham,55,Aged 55 years,1,"Asian, Asian British or Asian Welsh",1,Female,208
E09000002,Barking and Dagenham,55,Aged 55 years,1,"Asian, Asian British or Asian Welsh",2,Male,201
E09000002,Barking and Dagenham,55,Aged 55 years,2,"Black, Black British, Black Welsh, Caribbean or African",1,Female,340
E09000002,Barking and Dagenham,55,Aged 55 years,2,"Black, Black British, Black Welsh, Caribbean or African",2,Male,362
E09000002,Barking and Dagenham,55,Aged 55 years,3,Mixed or Multiple ethnic groups,1,Female,24
E09000002,Barking and Dagenham,55,Aged 55 years,3,Mixed or Multiple ethnic groups,2,Male,13
E09000002,Barking and Dagenham,55,Aged 55 years,4,"White: English, Welsh, Scottish, Northern Irish or British",1,Female,561
E09000002,Barking and Dagenham,55,Aged 55 years,4,"White: English, Welsh, Scottish, Northern Irish or British",2,Male,449
E09000002,Barking and Dagenham,55,Aged 55 years,5,White: Irish,1,Female,11
E09000002,Barking and Dagenham,55,Aged 55 years,5,White: Irish,2,Male,17
E09000002,Barking and Dagenham,55,Aged 55 years,6,"White: Gypsy or Irish Traveller, Roma or Other White",1,Female,134
E09000002,Barking and Dagenham,55,Aged 55 years,6,"White: Gypsy or Irish Traveller, Roma or Other White",2,Male,100
E09000002,Barking and Dagenham,55,Aged 55 years,7,Other ethnic group,1,Female,38
E09000002,Barking and Dagenham,55,Aged 55 years,7,Other ethnic group,2,Male,50
E09000002,Barking and Dagenham,56,Aged 56 years,-8,Does not apply,1,Female,0
E09000002,Barking and Dagenham,56,Aged 56 years,-8,Does not apply,2,Male,0
E09000002,Barking and Dagenham,56,Aged 56 years,1,"Asian, Asian British or Asian Welsh",1,Female,151
E09000002,Barking and Dagenham,56,Aged 56 years,1,"Asian, Asian British or Asian Welsh",2,Male,184
E09000002,Barking and Dagenham,56,Aged 56 years,2,"Black, Black British, Black Welsh, Caribbean or African",1,Female,354
E09000002,Barking and Dagenham,56,Aged 56 years,2,"Black, Black British, Black Welsh, Caribbean or African",2,Male,307
E09000002,Barking and Dagenham,56,Aged 56 years,3,Mixed or Multiple ethnic groups,1,Female,21
E09000002,Barking and Dagenham,56,Aged 56 years,3,Mixed or Multiple ethnic groups,2,Male,17
E09000002,Barking and Dagenham,56,Aged 56 years,4,"White: English, Welsh, Scottish, Northern Irish or British",1,Female,576
E09000002,Barking and Dagenham,56,Aged 56 years,4,"White: English, Welsh, Scottish, Northern Irish or British",2,Male,503
E09000002,Barking and Dagenham,56,Aged 56 years,5,White: Irish,1,Female,13
E09000002,Barking and Dagenham,56,Aged 56 years,5,White: Irish,2,Male,8
E09000002,Barking and Dagenham,56,Aged 56 years,6,"White: Gypsy or Irish Traveller, Roma or Other White",1,Female,111
E09000002,Barking and Dagenham,56,Aged 56 years,6,"White: Gypsy or Irish Traveller, Roma or Other White",2,Male,96
E09000002,Barking and Dagenham,56,Aged 56 years,7,Other ethnic group,1,Female,35
E09000002,Barking and Dagenham,56,Aged 56 years,7,Other ethnic group,2,Male,34
E09000002,Barking and Dagenham,57,Aged 57 years,-8,Does not apply,1,Female,0
E09000002,Barking and Dagenham,57,Aged 57 years,-8,Does not apply,2,Male,0
E09000002,Barking and Dagenham,57,Aged 57 years,1,"Asian, Asian British or Asian Welsh",1,Female,141
E09000002,Barking and Dagenham,57,Aged 57 years,1,"Asian, Asian British or Asian Welsh",2,Male,180
E09000002,Barking and Dagenham,57,Aged 57 years,2,"Black, Black British, Black Welsh, Caribbean or African",1,Female,289
E09000002,Barking and Dagenham,57,Aged 57 years,2,"Black, Black British, Black Welsh, Caribbean or African",2,Male,284
E09000002,Barking and Dagenham,57,Aged 57 years,3,Mixed or Multiple ethnic groups,1,Female,27
E09000002,Barking and Dagenham,57,Aged 57 years,3,Mixed or Multiple ethnic groups,2,Male,19
E09000002,Barking and Dagenham,57,Aged 57 years,4,"White: English, Welsh, Scottish, Northern Irish or British",1,Female,513
E09000002,Barking and Dagenham,57,Aged 57 years,4,"White: English, Welsh, Scottish, Northern Irish or British",2,Male,483
E09000002,Barking and Dagenham,57,Aged 57 years,5,White: Irish,1,Female,11
E09000002,Barking and Dagenham,57,Aged 57 years,5,White: Irish,2,Male,16
E09000002,Barking and Dagenham,57,Aged 57 years,6,"White: Gypsy or Irish Traveller, Roma or Other White",1,Female,93
E09000002,Barking and Dagenham,57,Aged 57 years,6,"White: Gypsy or Irish Traveller, Roma or Other White",2,Male,91
E09000002,Barking and Dagenham,57,Aged 57 years,7,Other ethnic group,1,Female,23
E09000002,Barking and Dagenham,57,Aged 57 years,7,Other ethnic group,2,Male,33
E09000002,Barking and Dagenham,58,Aged 58 years,-8,Does not apply,1,Female,0
E09000002,Barking and Dagenham,58,Aged 58 years,-8,Does not apply,2,Male,0
E09000002,Barking and Dagenham,58,Aged 58 years,1,"Asian, Asian British or Asian Welsh",1,Female,124
E09000002,Barking and Dagenham,58,Aged 58 years,1,"Asian, Asian British or Asian Welsh",2,Male,166
E09000002,Barking and Dagenham,58,Aged 58 years,2,"Black, Black British, Black Welsh, Caribbean or African",1,Female,320
E09000002,Barking and Dagenham,58,Aged 58 years,2,"Black, Black British, Black Welsh, Caribbean or African",2,Male,253
E09000002,Barking and Dagenham,58,Aged 58 years,3,Mixed or Multiple ethnic groups,1,Female,18
E09000002,Barking and Dagenham,58,Aged 58 years,3,Mixed or Multiple ethnic groups,2,Male,14
E09000002,Barking and Dagenham,58,Aged 58 years,4,"White: English, Welsh, Scottish, Northern Irish or British",1,Female,547
E09000002,Barking and Dagenham,58,Aged 58 years,4,"White: English, Welsh, Scottish, Northern Irish or British",2,Male,557
E09000002,Barking and Dagenham,58,Aged 58 years,5,White: Irish,1,Female,13
E09000002,Barking and Dagenham,58,Aged 58 years,5,White: Irish,2,Male,10
E09000002,Barking and Dagenham,58,Aged 58 years,6,"White: Gypsy or Irish Traveller, Roma or Other White",1,Female,73
E09000002,Barking and Dagenham,58,Aged 58 years,6,"White: Gypsy or Irish Traveller, Roma or Other White",2,Male,86
E09000002,Barking and Dagenham,58,Aged 58 years,7,Other ethnic group,1,Female,30
E09000002,Barking and Dagenham,58,Aged 58 years,7,Other ethnic group,2,Male,43
E09000002,Barking and Dagenham,59,Aged 59 years,-8,Does not apply,1,Female,0
E09000002,Barking and Dagenham,59,Aged 59 years,-8,Does not apply,2,Male,0
E09000002,Barking and Dagenham,59,Aged 59 years,1,"Asian, Asian British or Asian Welsh",1,Female,125
E09000002,Barking and Dagenham,59,Aged 59 years,1,"Asian, Asian British or Asian Welsh",2,Male,152
E09000002,Barking and Dagenham,59,Aged 59 years,2,"Black, Black British, Black Welsh, Caribbean or African",1,Female,207
E09000002,Barking and Dagenham,59,Aged 59 years,2,"Black, Black British, Black Welsh, Caribbean or African",2,Male,190
E09000002,Barking and Dagenham,59,Aged 59 years,3,Mixed or Multiple ethnic groups,1,Female,11
E09000002,Barking and Dagenham,59,Aged 59 years,3,Mixed or Multiple ethnic groups,2,Male,10
E09000002,Barking and Dagenham,59,Aged 59 years,4,"White: English, Welsh, Scottish, Northern Irish or British",1,Female,518
E09000002,Barking and Dagenham,59,Aged 59 years,4,"White: English, Welsh, Scottish, Northern Irish or British",2,Male,500
E09000002,Barking and Dagenham,59,Aged 59 years,5,White: Irish,1,Female,8
E09000002,Barking and Dagenham,59,Aged 59 years,5,White: Irish,2,Male,10
E09000002,Barking and Dagenham,59,Aged 59 years,6,"White: Gypsy or Irish Traveller, Roma or Other White",1,Female,94
E09000002,Barking and Dagenham,59,Aged 59 years,6,"White: Gypsy or Irish Traveller, Roma or Other White",2,Male,67
E09000002,Barking and Dagenham,59,Aged 59 years,7,Other ethnic group,1,Female,28
E09000002,Barking and Dagenham,59,Aged 59 years,7,Other ethnic group,2,Male,26
E09000002,Barking and Dagenham,60,Aged 60 years,-8,Does not apply,1,Female,0
E09000002,Barking and Dagenham,60,Aged 60 years,-8,Does not apply,2,Male,0
E09000002,Barking and Dagenham,60,Aged 60 years,1,"Asian, Asian British or Asian Welsh",1,Female,125
E09000002,Barking and Dagenham,60,Aged 60 years,1,"Asian, Asian British or Asian Welsh",2,Male,135
E09000002,Barking and Dagenham,60,Aged 60 years,2,"Black, Black British, Black Welsh, Caribbean or African",1,Female,218
E09000002,Barking and Dagenham,60,Aged 60 years,2,"Black, Black British, Black Welsh, Caribbean or African",2,Male,268
E09000002,Barking and Dagenham,60,Aged 60 years,3,Mixed or Multiple ethnic groups,1,Female,20
E09000002,Barking and Dagenham,60,Aged 60 years,3,Mixed or Multiple ethnic groups,2,Male,10
E09000002,Barking and Dagenham,60,Aged 60 years,4,"White: English, Welsh, Scottish, Northern Irish or British",1,Female,517
